indicador_aprobacion_evo,valor_prediccion,limite_credito,fecha,hora,num_cuentas_deuda_120,porc_credito_revolving_nuevo,porc_credito_revolving_antiguo,prom_cuentas_credito_6m,total_cuentas_credito_6m,max_meses_credito_abierto,max_cuota_prestamo,max_monto_prestamo,max_monto_capacidad_prestamo,max_plazo,min_plazo,tasa_interes,monto_solicitado,puntuacion,ingreso_elegido,ingreso_reportado,id
0,0.051749,,2023-11-03 00:00:00,02:38:58,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.6435483870967742,0.0303030303030303,,0.0453,0.0006717226435536,6bddcd42f48093439ac69c3be264cf149c67446272192b112b1e3234158b4051
1,0.048167,,2024-02-19 00:00:00,16:19:51,0.0,,,,,,0.1192805044775963,0.4545454545454545,0.0,1.0,1.0,0.6435483870967742,0.2424242424242424,,0.13708356,0.0032502708559046,a97d1fd154f4b866f655e53fa9d89ea9707643a3af6d46e6514de114050083f1
1,0.201667,,2023-10-31 00:00:00,00:48:51,0.0,,,,,,0.1113737965225982,0.0545454545454545,0.1113737965225982,0.75,0.3333333333333333,0.8370967741935484,0.0202020202020202,,0.06,0.0009167430619218,c9a1ac63fe27f609daba6a1c6026f48a73af82e9bf0cf61f77fcb3b9c44a58f0
0,0.213518,,2023-10-20 00:00:00,19:53:19,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.494949494949495,,0.2,0.0032502708559046,f9c893c6148e76b169e0a86653b30f61317cf3fdad5dddb3e36f4450cc90fe41
1,0.125389,,2024-01-03 00:00:00,10:35:18,0.0,,,,,,0.0454881769661317,0.1454545454545454,0.0418820028361877,1.0,0.3333333333333333,0.8370967741935484,0.0707070707070707,,0.0365,0.0005250437536461,cfe8bd790d85419b41bb4f11ad12cb12ca298e5472ec54a7bcd8b470f051dabb
1,0.052884,,2023-10-28 00:00:00,00:55:36,0.0,,,,,,0.0353830167090778,0.049090909090909,0.0,0.75,0.3333333333333333,0.6435483870967742,0.1717171717171717,,0.032,0.0004500375031252,b8cd9396568a3419901d7a2f186cb5ebe009d9ebbcb3726de843291882e23bb7
0,0.318739,,2024-01-05 00:00:00,14:58:50,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2424242424242424,,0.011272,0.0007500625052087,cc6ee50fc3247f5a64face96737f54e9c401d1302395e09708ee801119320507
1,0.171531,,2023-12-17 00:00:00,11:34:16,0.0,,,,,,0.0296996790726928,0.0181818181818181,0.0273451724407975,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.02,0.0002500208350695,cfe9246951b61d97a5d03f229fb2f91f8d17afeb393f37da1af5a20dbd80e9f9
0,0.152026,,2023-10-20 00:00:00,01:34:23,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.8370967741935484,0.0404040404040404,,0.019667,0.0004167013917826,b89238cb5476cf170f3a5395310bec5eac57b95a608049d91546f8f6d89934e6
1,0.167962,,2024-02-13 00:00:00,12:54:55,0.0,,,,,,0.0307503052198893,0.0727272727272727,0.0283125079158907,0.75,0.3333333333333333,0.9677419354838708,0.0303030303030303,,0.025,0.0003333611134261,7ab145c7a1e13ff145890411c811296d02f62b39ce14a58eb71e932e490eafd6
0,,,2023-11-27 00:00:00,18:16:37,,,,,,,,,,,,,,,,0.0002500208350695,696817fdbfc697533c94c62b08e68d3d336144b1d34def6e33cc1619b8d00b23
0,0.251823,,2023-12-10 00:00:00,10:30:22,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,,0.023,0.0003000250020835,1c86aea139f3c2665410ed96850a240824ad616c2f339b39992dbdd805bbfd7f
0,0.447415,,2023-11-27 00:00:00,17:57:30,0.1428571428571428,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1919191919191919,,0.020228,0.0004333694474539,cf0a8c28180ddb1daab8ba387a3c78580eec740bb0f2f48e55804489b9e80dbe
1,0.038332,,2023-10-25 00:00:00,16:40:15,0.0,,,,,,0.0982861575252163,0.1363636363636363,0.0,1.0,0.3333333333333333,0.6435483870967742,0.0656565656565656,,0.052,0.0007833986165513,475eb4ce5eb68cba17730b27c24f888b23b61309dc5365f3afa373e7f000bdbd
1,0.202793,,2023-10-31 00:00:00,23:26:35,0.0,,,,,,0.0131019391737207,0.0909090909090909,0.0131019391737207,0.75,0.3333333333333333,0.8370967741935484,0.0404040404040404,,0.04,0.0005833819484957,a491cbe8cbd23dd93325ad2e9f3ad473b9d9b735ac89eff63828d543156eda76
0,,,2024-02-07 00:00:00,01:39:33,,,,,,,,,,,,,0.0404040404040404,,,0.0003666972247687,3b91e3399ecd390385fa15b69c4698b0a5e2c5fc4ad3239cb824df5f2004ddcc
1,0.087864,,2023-11-15 00:00:00,16:03:24,0.0,,,,,,0.0268973658537889,0.1727272727272727,0.024765018695146,1.0,0.3333333333333333,0.8370967741935484,0.0909090909090909,,0.035,0.0005000416701391,234bdb03170abbefd3e40dbc5faadb832caf8fc385ebb3cc56b200d5ee972b46
0,,,2024-02-04 00:00:00,13:19:01,,,,,,,,,,,,,0.0303030303030303,,,0.0005833819484957,0b05a75916212d36ea09a193c8267252311c5c620af0426f77f29ae58044fdce
0,0.260739,,2023-12-18 00:00:00,22:51:32,0.0714285714285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.011482,0.0007500625052087,5837e445c2c11178914d2143f902bd4887515fc4bd3b527024e21a2982cf31f5
1,0.138314,,2024-01-27 00:00:00,19:07:29,0.0,,,,,,0.0325657872022449,0.0181818181818181,0.0299840636168518,0.5,0.3333333333333333,1.0,0.0,,0.01462004,0.0004167013917826,70b52f36fb03ef18fd89578de4a514d67fd0da2d7167a5052e9024609518f787
0,0.26415,,2023-11-30 00:00:00,23:03:56,0.0714285714285714,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0505050505050505,,0.017472,0.0007500625052087,7c22c402956cd2ec17e65bdeb833093d65902cfd76478eecfdc3cf1202a4bed8
0,,,2024-02-15 00:00:00,21:51:27,,,,,,,,,,,,,0.0202020202020202,,,0.0004167013917826,0cce8dd394f7fe71a33bcface213a6bff128059ea28a623a6c08bd653e05339e
0,0.284874,,2023-11-03 00:00:00,21:40:12,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0404040404040404,,0.03071084,0.001583465288774,b63e4a5b1ce2343faa8bf8c734ff96c13501f25b3049ce983d00d4dcfd22b82a
0,0.185525,,2023-11-09 00:00:00,04:11:54,0.2142857142857142,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.8370967741935484,0.0,,0.029,0.0004000333361113,45c0415774d35c8ee31c3fa9fc763f6bf45745b615dc851061eff70fdccad524
0,0.11086,,2023-11-04 00:00:00,14:53:28,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.7403225806451613,0.0909090909090909,,0.074,0.0011500958413201,6c5dd80c7c5372c6ed5b6f7e4a57ad0c1c9ffd13018410a09e96b7276e572dce
0,0.173412,,2023-10-18 00:00:00,17:36:39,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.8370967741935484,0.0,,0.014608,0.0004167013917826,5ecbea33062e5fe3b9db7a85ee61b98eda8c36f892e12f704fdd0d087021feca
1,0.133487,,2024-01-18 00:00:00,14:52:34,0.0,,,,,,0.007453431460083,0.0327272727272727,0.0044498511651178,0.5,0.3333333333333333,0.9677419354838708,0.0101010101010101,,0.013752,0.000550045837153,d98d7418ddfd61d3c4b92361e549a9140662fececf89bbb76fa860418d3ad6b5
0,0.069132,,2023-11-29 00:00:00,11:55:25,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.1515151515151515,,0.065,0.0008000666722226,c1b7d2853193e251f4854a04005ddd0013d3f9dc2ac6571decb57609bf59a901
0,,,2024-01-06 00:00:00,03:33:14,,,,,,,,,,,,,0.0,,,0.0005833819484957,99f45e47f4fe8e1e327b3e066ac1eb6b275ff758dfafac49ec71c7c020020e18
1,0.207148,,2023-10-25 00:00:00,13:00:54,0.0,,,,,,0.0094637284873158,0.0309090909090909,0.0079183725653434,0.5,0.3333333333333333,0.8370967741935484,0.0101010101010101,,0.011368,0.0007333944495374,6b3945d12a0e3d6c842302003c8ae8295147956bf899840e5b5452c0b1df5561
0,0.278787,,2023-10-20 00:00:00,23:48:23,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0505050505050505,,0.06,0.0009167430619218,d7134bff322e95f29c62665a2d160381407d70fa1aabdc0475e622c4c4569024
0,0.129135,,2024-03-01 00:00:00,16:30:41,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0404040404040404,,0.025,0.0003333611134261,6f8190c7f6ecb9ae67f9d01ae58a9d9cd68a052bb574500ed748b5f05337251a
1,0.1776,,2023-10-22 00:00:00,23:03:10,0.0,,,,,,0.0076278428254373,0.0472727272727272,0.0063822732702706,0.75,0.3333333333333333,0.8370967741935484,0.0707070707070707,,0.037,0.0005333777814817,2cc08da9356f174c3ad090f106023ba6c95a2caca2b48594d73c3fa8517643d8
0,0.205723,,2023-12-29 00:00:00,16:14:38,0.1428571428571428,,,,,,0.0,0.0,0.0274352064210588,1.0,0.3333333333333333,0.0,0.0656565656565656,,0.03,0.0004167013917826,ebbbb6d3b12e01ad2a16edc9f703c84bee281b9f3663ebe595ada0990dc9500b
0,,,2023-12-09 00:00:00,15:15:15,,,,,,,,,,,,,0.0101010101010101,,,0.0002500208350695,abe3b9c8a73f5ed1ddc929aacfa15897112c15526dfabc9309d329d3e176bd40
0,0.472792,,2023-12-24 00:00:00,21:34:29,0.3571428571428571,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0656565656565656,,0.03,0.0004167013917826,75276f1169114547d174a2db41e038c07d50f4a48ab28d5f29e3df652f2b05f8
1,0.049335,,2023-11-06 00:00:00,11:24:24,0.0,,,,,,0.0649680479715156,0.0909090909090909,0.0649680479715156,0.75,0.3333333333333333,0.6435483870967742,0.0404040404040404,,0.035,0.0005000416701391,16113dbe284cca7f309d8027268edb66312a32edf3e29c79c212a8c7532eddf8
0,0.29761,,2023-10-25 00:00:00,11:49:36,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0225,0.0002916909742478,7f502e4c70bdc00839e1924de16eb334bf2521f128acb3630deea20aa2da591e
1,0.110062,,2023-12-04 00:00:00,02:55:54,0.0,,,,,,0.0284240778565207,0.069090909090909,0.0261706972844652,0.75,0.3333333333333333,0.9677419354838708,0.0404040404040404,,0.019141,0.0005833819484957,3482f5d7ed5d133c8aaf620b1c5452b261faddaa101b05957352d05f06291e23
1,0.185612,,2023-10-17 00:00:00,14:57:08,0.0714285714285714,,,,,,0.0290896031150211,0.0527272727272727,0.0290896031150211,0.75,0.3333333333333333,0.8370967741935484,0.0303030303030303,,0.01958917,0.0003400283356946,c0b78d3743c4ad8b6f505f6e59b308e802f5c054f03beda862aa584f951f77cd
0,0.151327,,2024-02-28 00:00:00,02:03:18,0.0714285714285714,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3939393939393939,,0.16,0.0025835486290524,90d8716c519b6f7cefaec0c329d7050de1a5f74d22418c4133d1114050c75f30
0,0.213227,,2024-02-29 00:00:00,22:12:20,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.494949494949495,,0.020991,0.0012501041753479,9bdfc2a9601a3c526f21901f57177bef92232e7613aefff02cb589c292597352
1,0.184408,,2024-02-22 00:00:00,15:24:02,0.0,,,,,,0.0195638468479619,0.0181818181818181,0.0180128803531332,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.013463,0.0002500208350695,63642ae167c666704a7b340a6299ed6671549ce09a82b38034c0dac52251b5d6
0,0.098737,,2024-03-01 00:00:00,12:19:12,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0404040404040404,,0.064,0.000983415284607,7a1848c7fb0347dc327c0e289259df682c1df9279b63c6979b4ad5c5195795fd
0,0.139653,,2023-11-25 00:00:00,10:30:35,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3434343434343434,,0.022836,0.0009167430619218,3d56ddd764752f8674025d4922520f006cecfb1b31f8738e430095708161184b
0,0.364346,,2024-02-24 00:00:00,22:52:16,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.013218,0.0005000416701391,bbcbe3e020eb0b239808a6250238cbfba1decff83fa4fa8744e871d0a5bd2464
0,,,2023-11-02 00:00:00,18:15:27,,,,,,,,,,,,,,,,0.0024168680723393,dfb1be86e61a7a892d3738bd64f98accab32c0de62da03ff831cd34cc635b594
0,0.210181,,2024-02-17 00:00:00,14:34:31,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5959595959595959,,0.15,0.0032502708559046,9a30552efbe93f8741acb5cf2773c07016979fb6e0b7a98239f20b7edd71b2a3
0,,,2024-01-29 00:00:00,18:03:27,,,,,,,,,,,,,0.0151515151515151,,,0.0005833819484957,a8a53acc58009f469d652ae0aa446ce5af3b81128ceee04b17ba30790e0add2d
1,0.178676,,2024-01-20 00:00:00,00:02:56,0.0,,,,,,0.0069348750634737,0.0181818181818181,0.0041402623806782,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.025,0.0003333611134261,fb99a384e00251b85069472786765d8043a6452cf89b8c18cd76a17109bf8f69
1,0.096153,,2024-01-25 00:00:00,19:29:02,0.0,,,,,,0.0373213592147226,0.0181818181818181,0.0343626273184171,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.016755,0.0005833819484957,47acdab016fb465d5ab03b590bd40db538ce775192f44b104a1f4984e141dcde
0,,,2023-12-01 00:00:00,18:32:02,,,,,,,,,,,,,0.0151515151515151,,,0.0005824652054337,b16e1e8e642a75f7fd8f8645c6c1f3eb4e1ea0a1de503cd239fc2b59c75ad4e5
0,0.178696,,2024-02-21 00:00:00,19:36:02,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0505050505050505,,0.026537,0.0015180431702641,af87812b2a0eb69a7c6c6bf5514db5135bf3bb2b55d1c29fc0f111e84a41b8e5
0,0.298188,,2024-02-03 00:00:00,14:12:35,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1414141414141414,,0.010603,0.001583465288774,ee1fa64a075e8c14683818052a9301d3fbc68df807a7eab682090a1ba456eae1
0,0.098699,,2024-01-15 00:00:00,02:18:10,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4898989898989899,,0.066593,0.0082506875572964,4391bfef1301ff9693b62854765bb6cd63ff13b9d68adbda9dcca0600b903bcc
0,,,2023-10-23 00:00:00,03:43:32,,,,,,,,,,,,,,,,0.0007833986165513,fe26141d35040d4e9a9fdb9a6beb701a86f7892552bf88b35d870ea73b8336f4
1,0.06831,,2023-11-16 00:00:00,01:35:54,0.0,,,,,,0.0788515574962032,0.109090909090909,0.0,1.0,0.3333333333333333,0.7403225806451613,0.0505050505050505,,0.07,0.0010834236186348,9cd2bf60105351ee92f7b54663bed919141796ee6d1e66978a396b92623c200a
1,0.068261,,2023-10-13 00:00:00,19:09:47,0.0,,,,,,0.0280067973655493,0.1818181818181818,0.0280067973655493,1.0,0.3333333333333333,0.6435483870967742,0.1212121212121212,,0.05,0.0007500625052087,3292ce4f943e99f54705f33b7ce08d4e01bbd39848634d4a6e810f26d4f992b9
0,0.191586,,2024-03-01 00:00:00,12:32:36,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0404040404040404,,0.0255,0.0003416951412617,8a8e9ac22cbb88fa854de2e16a9fdc88a31c548fc2be8d8bf8b53de99670b7ce
1,0.171637,,2023-10-19 00:00:00,01:29:09,0.0,,,,,,0.0157452848603881,0.029090909090909,0.0157452848603881,0.5,0.3333333333333333,0.8370967741935484,0.1111111111111111,,0.010603,0.0003666972247687,919b4962805ba62dc94bcd1128d688752cc4f7ecc155a6e5bfa6a4c488b2a75d
0,0.127491,,2023-11-12 00:00:00,15:32:00,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.002020202020202,,0.048,0.0007167263938661,6f8cd9454913a8a110367a822611b6cbe88296034d21638e4b3772e86f765177
0,,,2024-02-21 00:00:00,19:35:15,,,,,,,,,,,,,0.0303030303030303,,,0.0004200350029169,45b5f5023d7c327aee686d9d0c83bce3791688b9f041ebe0e8531e1eca72b8af
0,,,2023-11-12 00:00:00,20:58:04,,,,,,,,,,,,,,,,0.0010834236186348,14d1e5a5603294532367202fd7e04a28e9f3b28c2bd9af6411c45d57ba966291
0,0.406207,,2024-01-28 00:00:00,01:23:15,0.1428571428571428,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.005608,0.0005000416701391,54dbe04b5698b973193352323557a883849e71778c58aee72a26eb8411fb6628
1,0.124563,,2023-10-21 00:00:00,19:20:29,0.0,,,,,,0.0267891105235689,0.1818181818181818,0.0267891105235689,1.0,0.3333333333333333,0.7403225806451613,0.494949494949495,,0.0241,0.0004333694474539,4bd09375047c54831bbe2ff2c1297a4a5c4fa51f072089c499d1f8d4c3868d69
1,0.118527,,2023-12-20 00:00:00,00:18:36,0.0,,,,,,0.0145151241531971,0.0181818181818181,0.0133644061269909,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.010372,0.0003333611134261,ee964c8a97f957279c3b24aa81a8310fe932dac4a84319b3f238c93d25ec3c1f
0,0.211493,,2023-10-19 00:00:00,15:40:52,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0303030303030303,,0.040682,0.0011500958413201,21e5f601fd1a6d665431d85ac1e8b38b167d751bf15aaf2d763f9413c9de19c8
0,0.334719,,2023-11-25 00:00:00,16:54:02,0.2142857142857142,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.005050505050505,,0.017999,0.0004167013917826,087729b392d524a833df5dc57c530317d0052415d93194b63dffcbffd6c6d38e
1,0.106225,,2023-10-19 00:00:00,17:36:23,0.0,,,,,,0.0246457589340904,0.04,0.0246457589340903,0.5,0.3333333333333333,0.7403225806451613,0.0116161616161616,,0.0275,0.0003750312526043,47ef205d90f195a8324209904421843c7604070566b91f95a60367a8637588b5
1,0.118281,,2023-12-20 00:00:00,22:50:14,0.0,,,,,,0.0196537626263545,0.0181818181818181,0.0180956678626977,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.013235,0.0004167013917826,0e4e21fd3244e0a25390456f0d8df5983c676f9a6958a971b042c169a2fa95a2
0,0.365988,,2023-11-09 00:00:00,22:18:23,0.2142857142857142,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.05,0.0007500625052087,1eceb880f563da5ba27af6ccf86303722c60e1091737d67068196077e04e8a1b
1,0.072336,,2024-01-17 00:00:00,01:46:46,0.0,,,,,,0.00642671355454,0.0272727272727272,0.0038368795569806,0.5,0.3333333333333333,0.9677419354838708,0.0404040404040404,,0.03184,0.0009167430619218,d98ead818907b4bf3a556140156717947ae4c8973da19442e667e87b3fae275f
0,,,2023-11-03 00:00:00,07:14:02,,,,,,,,,,,,,,,,0.0009717476456371,5acb7bc595440a64c67aa7b4b5e063c949c40a2c80660dcd19a09a3306bd82ee
0,,,2023-10-31 00:00:00,15:22:34,,,,,,,,,,,,,,,,0.0007500625052087,3b30c2ceeb7cf7704184817948a1b2450262290a74aa82b181744d878b0b2771
1,0.171894,,2024-01-23 00:00:00,18:19:20,0.0,,,,,,0.0407980778961697,0.109090909090909,0.037563721567268,1.0,0.3333333333333333,0.9338709677419356,0.0505050505050505,,0.06,0.0009167430619218,34acdedbadf2393bbbf4d6fb43128a1409ec2eacc305bebf803dc5d78666eb6b
0,0.057405,,2023-11-13 00:00:00,19:11:14,0.0,,,,,,0.0,0.0,0.0,1.0,0.3333333333333333,0.6435483870967742,0.797979797979798,,0.1,0.001583465288774,093f24ebddd2f121d079b52a4fc0a23c44d2b24a128a15a3795848fbd8a908ca
1,0.067971,,2023-12-13 00:00:00,23:33:35,0.0,,,,,,0.0332020137273401,0.1272727272727272,0.0305698519008785,1.0,0.3333333333333333,0.7403225806451613,0.0606060606060606,,0.065,0.0010000833402783,b8971ab8368aaf1d930da1638a8851a8ef608136873cc68bb20784fb076f24bd
0,0.333269,,2023-12-21 00:00:00,17:11:16,0.1428571428571428,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0404040404040404,,0.015733,0.0006667222268522,8c29eb51cc0bcab74f532d5fb331f26c867092161822e38e7cc92e3db2e6c5d9
1,0.115291,,2023-11-21 00:00:00,21:35:52,0.0714285714285714,,,,,,0.04157955070177,0.0636363636363636,0.0382832414171165,0.75,0.3333333333333333,0.9677419354838708,0.0252525252525252,,0.028,0.00038336528044,dfb2be504d9cd66e79df850935e5f1dafd36298fe38b58ee86c564d1cc58d153
1,0.151139,,2024-02-12 00:00:00,04:52:02,0.0,,,,,,0.0275378394329915,0.0545454545454545,0.0253547173388318,0.75,0.3333333333333333,0.9838709677419356,0.0202020202020202,,0.03,0.0003500291690974,8c9b545837e56d84df37d767366ac8fffbd89e7fe2cd3cb45cb113a602222487
0,0.171641,,2023-12-07 00:00:00,20:25:52,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0404040404040404,,0.005954,0.0009167430619218,69fe7264a9e90b25942c14c70c520f067ceceaf9e5da48a8488cbce19b3586e0
1,0.178609,,2024-01-18 00:00:00,16:43:07,0.0,,,,,,0.3431446718144625,0.4545454545454545,0.3159411318870042,1.0,0.3333333333333333,0.8693548387096774,0.2424242424242424,,0.245,0.0029169097424785,7c4b5221b4b9e457b830d81a5d8d332fd8d18a2ece5c9900099baea7db1b4646
1,0.067081,,2023-10-19 00:00:00,01:14:46,0.0,,,,,,0.012472454475775,0.0763636363636363,0.0104357961532646,0.75,0.3333333333333333,0.6435483870967742,0.1414141414141414,,0.08,0.0010000833402783,6d55485257b17f4fc4ff41aeef6b490abb93bf82be40eeb3d329c9f7ddcc3847
1,0.205785,,2024-01-17 00:00:00,19:15:34,0.0,,,,,,0.0123440033637856,0.0709090909090909,0.0096708904593041,0.75,0.3333333333333333,0.9677419354838708,0.1414141414141414,,0.051162,0.002616884740395,158edbdfa9cc505aaa863aa9955767170fb9906c69fb7da6e63fe0cca67d07cb
0,0.091746,,2023-11-15 00:00:00,19:13:01,0.0,,,,,,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,,0.13730214,0.009917493124427,5793a71414c94deb6bf16a72d830a790b915af902c28e6472dca61f6b1475705
1,0.113731,,2023-11-15 00:00:00,21:34:48,0.0,,,,,,0.0173074879796117,0.0181818181818181,0.0159353992398747,0.5,0.3333333333333333,0.9677419354838708,0.0,,0.011655,0.0002500208350695,c86f161139ec3c5f7da6b7cbdec2d69259f2cb9dd39b34a5a72ba3f254628177
